Order_ID,Customer_ID,Order_Date,Quantity,Product_ID
210,75639,6/12/2023,66,A
211,72115,3/23/2022,93,B
212,75501,9/28/2023,50,I
213,20462,4/28/2022,23,E
214,60389,3/4/2023,95,J
215,48396,2/3/2023,45,E
216,19936,11/22/2023,45,F
217,62966,3/12/2023,21,F
218,6234,1/22/2023,29,F
219,15132,11/19/2023,60,E
220,16557,1/16/2024,40,C
221,83592,7/15/2022,38,E
222,59175,6/15/2022,9,G
223,89293,9/1/2022,25,I
224,52358,4/22/2023,84,A
225,66281,7/19/2023,27,J
226,22410,6/15/2023,90,D
227,66582,12/8/2022,87,B
228,36353,10/28/2023,30,G
229,52590,6/28/2023,82,I
230,94744,12/10/2023,85,A
231,990,10/12/2022,28,C
232,27054,9/28/2022,98,F
233,64353,4/23/2022,56,D
234,69164,3/28/2022,10,E
235,46797,1/25/2023,46,I
236,49265,1/7/2023,76,G
237,96053,12/14/2022,20,E
238,26724,6/28/2023,68,C
239,4181,3/12/2023,93,J
240,68741,4/8/2023,4,F
241,97453,5/7/2023,32,G
242,21053,5/8/2023,94,I
243,24816,12/28/2023,14,F
244,31041,9/6/2023,26,G
245,34226,12/23/2022,26,G
246,71632,12/7/2023,68,J
247,39914,7/2/2022,37,H
248,52454,9/17/2023,25,A
249,61000,10/4/2022,49,F
250,22568,5/29/2023,87,G
251,87884,11/30/2022,78,I
252,43885,12/17/2023,63,I
253,49046,3/29/2022,73,C
254,17305,3/6/2022,69,G
255,61711,11/23/2022,90,J
256,57821,1/24/2023,59,A
257,20389,5/1/2023,5,J
258,55041,10/9/2022,47,B
259,37142,6/30/2022,40,I
260,99947,5/19/2023,10,F
261,51497,2/25/2024,86,A
262,59004,8/10/2022,14,D
263,9776,4/1/2022,87,F
264,10982,11/16/2022,63,H
265,84488,4/17/2022,96,J
266,49935,9/8/2023,27,D
267,31233,5/30/2022,44,G
268,68697,10/4/2023,6,D
269,70599,8/22/2023,60,E
270,51714,6/26/2022,61,B
271,79798,7/20/2023,38,A
272,32987,11/21/2022,38,I
273,32361,4/15/2023,93,F
274,3467,9/25/2022,51,G
275,55282,6/14/2022,21,D
276,50109,10/9/2022,49,G
277,11221,11/17/2023,20,G
278,33778,12/9/2023,88,C
279,46088,7/15/2023,80,I
280,28712,7/13/2022,48,H
281,78405,8/6/2023,40,C
282,97675,7/27/2023,49,C
283,509,2/1/2024,37,F
284,52133,5/26/2022,65,C
285,18151,7/30/2022,8,J
286,57316,6/8/2023,52,J
287,17431,4/5/2022,10,D
288,32627,10/8/2023,16,D
289,29467,12/25/2023,41,C
290,1728,11/2/2023,99,F
291,99296,2/23/2023,30,F
292,70965,8/8/2022,29,I
293,14884,1/19/2024,78,I
294,89352,9/10/2022,62,H
295,64011,2/20/2024,16,I
296,37307,3/30/2023,78,F
297,74865,7/6/2022,72,D
298,3537,9/20/2022,26,J
299,37894,6/8/2023,46,G
300,4389,7/30/2023,77,C
301,44961,10/2/2023,44,F
302,88455,12/1/2023,52,D
303,61238,8/21/2022,68,I
304,27524,1/29/2024,45,C
305,52470,1/6/2024,84,I
306,33600,4/13/2023,26,D
307,36639,1/31/2023,96,C
308,59222,4/28/2023,33,D
309,27365,7/21/2023,78,G
310,26154,10/17/2023,72,I
311,54788,3/27/2023,91,H
312,22109,11/6/2022,8,I
313,87070,9/14/2023,2,F
314,85554,1/11/2023,25,A
315,4711,9/24/2023,91,B
316,19994,2/4/2023,66,I
317,53342,12/31/2022,14,E
318,86185,1/30/2023,94,G
319,21392,8/7/2022,32,E
320,45939,7/24/2023,64,B
321,51642,12/6/2023,48,D
322,76738,10/29/2023,34,I
323,96101,9/23/2023,74,A
324,18897,10/2/2022,64,B
325,18166,11/5/2023,6,C
326,80386,6/14/2022,80,I
327,69701,9/15/2023,30,A
328,89113,9/11/2022,49,J
329,98685,5/9/2022,52,G
330,7086,2/28/2022,41,F
331,94299,12/14/2022,89,J
332,77395,10/27/2022,70,H
333,64776,5/3/2022,28,E
334,73226,7/9/2022,61,H
335,24673,1/3/2024,69,A
336,69660,11/13/2023,88,H
337,30756,5/1/2022,55,I
338,5903,5/29/2023,9,G
339,70805,3/10/2023,20,F
340,58611,11/24/2023,21,B
341,9625,1/4/2023,49,H
342,13717,12/24/2022,1,A
343,22419,12/12/2023,72,C
344,47513,6/18/2022,92,E
345,77694,5/31/2023,93,C
346,72160,2/12/2024,58,B
347,5932,4/7/2022,87,J
348,76344,1/26/2024,41,F
349,21116,12/26/2023,64,E
350,41497,6/24/2022,5,G
351,43957,11/1/2022,51,B
352,31240,2/28/2022,17,F
353,3334,6/25/2022,59,A
354,75876,6/15/2022,91,C
355,69052,3/1/2023,4,G
356,82054,2/28/2023,82,B
357,18128,6/7/2023,36,A
358,48337,8/20/2023,3,D
359,14062,5/30/2022,38,I
360,65287,11/30/2023,24,H
361,74055,3/2/2024,99,F
362,76415,10/4/2023,15,G
363,2779,7/25/2023,76,B
364,52854,6/11/2023,59,G
365,97058,4/8/2022,18,H
366,28652,1/4/2023,25,I
367,36013,8/28/2022,67,B
368,68802,9/3/2022,57,G
369,48676,2/1/2024,36,C
370,35917,8/13/2023,97,G
371,26592,8/21/2022,7,B
372,46001,2/9/2023,22,J
373,7574,9/11/2023,63,C
374,82079,10/17/2022,1,J
375,66235,1/30/2024,49,A
376,39471,10/22/2022,92,I
377,16288,9/22/2022,23,A
378,80301,10/4/2023,69,C
379,68056,10/9/2022,25,A
380,10772,10/31/2023,73,A
381,90046,5/18/2023,30,I
382,83276,10/31/2022,69,I
383,47995,1/19/2024,38,A
384,21395,10/8/2022,87,B
385,90995,5/12/2022,37,A
386,46236,12/11/2023,24,J
387,60273,3/9/2022,57,A
388,69570,1/18/2024,1,I
389,82073,12/21/2022,86,E
390,97971,10/5/2022,18,I
391,32329,8/18/2023,73,F
392,2875,2/13/2023,95,C
393,72087,2/24/2023,48,F
394,68076,7/25/2022,92,D
395,51851,1/16/2023,9,E
396,53133,11/2/2022,25,J
397,95790,4/3/2022,91,B
398,21823,7/8/2022,76,B
399,22602,7/17/2022,56,D
400,42516,10/13/2022,3,H
401,57521,6/22/2023,57,E
402,73309,11/16/2023,97,G
403,56644,9/21/2023,83,D
404,14067,4/3/2023,31,F
405,27012,11/24/2023,11,E
406,70785,5/15/2023,77,C
407,48961,5/16/2023,52,E
408,60529,9/23/2022,57,B
409,98496,6/5/2023,77,C
410,71510,11/10/2023,11,J
411,92804,2/15/2022,32,G
412,58969,12/6/2022,99,H
413,67895,7/23/2023,71,F
414,88075,3/3/2022,27,C
415,38838,5/18/2023,89,B
416,36587,12/25/2023,36,C
417,55588,3/14/2022,79,B
418,9066,5/20/2023,2,G
419,864,11/21/2023,53,I
420,46214,1/21/2023,100,I
421,77380,1/1/2023,67,C
422,19564,11/8/2022,25,I
423,71728,6/20/2023,57,E
424,33591,10/4/2022,53,E
425,58518,3/17/2023,80,G
426,72637,8/14/2022,54,F
427,29717,1/7/2023,31,H
428,37527,3/6/2022,75,D
429,48675,7/3/2022,45,G
430,22334,4/27/2023,75,C
431,82019,5/27/2023,53,G
432,41042,12/10/2022,69,A
433,15530,7/24/2022,60,B
434,71894,10/17/2023,22,I
435,23065,6/18/2022,20,E
436,57588,6/20/2023,7,A
437,98923,2/16/2024,60,C
438,12528,2/2/2024,79,H
439,16782,4/8/2023,84,A
440,90281,5/7/2022,44,G
441,53647,7/29/2022,18,C
442,29984,1/2/2023,89,D
443,18450,12/4/2022,62,I
444,34320,11/18/2022,9,B
445,14125,11/12/2023,72,C
446,26128,2/21/2023,42,C
447,79157,4/4/2022,6,C
448,30939,7/2/2022,61,B
449,6751,7/28/2022,64,C
450,5526,6/2/2023,95,J
451,23432,8/23/2022,99,D
452,99890,9/3/2022,89,F
453,65072,6/18/2023,69,I
454,52416,10/11/2023,95,B
455,18917,8/9/2023,59,E
456,61208,4/8/2022,83,C
457,58736,2/28/2023,21,J
458,50279,1/23/2023,99,G
459,75430,1/3/2024,3,J
460,37231,10/14/2023,30,H
461,6967,2/13/2024,46,B
462,71548,1/16/2024,14,E
463,60551,2/24/2023,90,I
464,44436,6/4/2022,36,F
465,96460,5/19/2022,77,D
466,71839,2/6/2023,83,C
467,62749,3/26/2022,93,F
468,52618,12/16/2023,94,B
469,84048,12/26/2022,80,E
470,5541,7/12/2023,47,D
471,45479,4/24/2022,87,F
472,80943,10/24/2022,53,E
473,14150,2/17/2024,1,C
474,57708,11/19/2022,87,A
475,24684,10/28/2022,18,J
476,81752,2/5/2023,96,A
477,22018,11/4/2023,50,H
478,92875,9/15/2022,24,F
479,41759,11/26/2022,29,F
480,56921,8/4/2022,14,D
481,68068,8/6/2023,48,C
482,8653,6/8/2023,75,H
483,9636,8/15/2023,9,F
484,79363,2/14/2024,4,J
485,73598,11/17/2022,55,B
486,27228,8/3/2022,77,D
487,4890,3/4/2023,86,H
488,70315,9/21/2023,63,F
489,46492,4/24/2022,6,I
490,35189,1/12/2023,78,J
491,73023,11/16/2022,98,A
492,85886,7/4/2022,17,A
493,12476,7/23/2023,91,G
494,64612,8/29/2023,88,E
495,59871,10/31/2023,18,D
496,48703,6/18/2023,63,B
497,94529,3/4/2024,8,B
498,90351,2/21/2024,76,A
499,40558,1/16/2023,42,C
500,7326,5/5/2022,61,D
501,56178,1/1/2024,29,F
502,57862,1/12/2023,66,E
503,82068,7/8/2022,47,H
504,24737,5/24/2023,24,H
505,59211,11/30/2023,98,D
506,21768,1/18/2023,19,G
507,25528,7/29/2023,23,G
508,80656,1/31/2023,4,D
509,23067,5/11/2022,92,F
510,54932,11/24/2023,28,D
511,19570,12/21/2022,32,E
512,88895,7/22/2023,67,G
513,44078,8/4/2023,86,J
514,71372,1/28/2024,13,E
515,6331,8/30/2023,11,C
516,85883,7/23/2022,13,D
517,75068,9/24/2022,28,A
518,47227,8/23/2023,85,J
519,68844,10/22/2023,35,B
520,87200,8/3/2022,95,J
521,93888,9/21/2023,40,I
522,85030,9/8/2023,49,C
523,99306,5/21/2022,53,F
524,8522,2/19/2024,75,C
525,1823,10/10/2022,24,H
526,76129,12/20/2022,19,E
527,2071,12/30/2022,39,F
528,33769,8/11/2022,91,E
529,22647,6/22/2023,91,C
530,85502,6/22/2023,83,E
531,8470,10/9/2022,8,F
532,5334,2/28/2022,52,G
533,9363,5/1/2022,58,J
534,43817,8/15/2022,10,J
535,10235,9/29/2022,85,D
536,98311,10/7/2022,20,C
537,64974,1/22/2024,84,A
538,88656,6/22/2023,36,B
539,24923,8/18/2022,69,A
540,53822,10/24/2022,85,H
541,30568,3/17/2023,61,I
542,71687,12/16/2023,72,B
543,56146,2/6/2023,29,A
544,11567,5/9/2023,64,A
545,86126,5/22/2023,15,A
546,5549,12/26/2023,61,B
547,13208,8/6/2023,69,A
548,63872,2/5/2024,13,H
549,42312,3/29/2023,63,H
550,76769,9/27/2023,91,B
551,96559,2/25/2022,96,I
552,7232,7/9/2023,67,H
553,18771,12/7/2023,78,H
554,54675,6/29/2023,81,D
555,6775,6/23/2022,27,I
556,475,12/18/2022,100,D
557,91085,2/19/2023,2,B
558,20464,10/22/2022,53,G
559,4833,11/10/2023,2,A
560,27278,9/29/2022,42,C
561,35290,9/15/2022,37,C
562,44436,5/13/2022,3,G
563,86928,8/7/2023,10,I
564,56971,8/14/2023,72,I
565,21779,10/31/2023,38,C
566,65927,4/15/2023,98,G
567,20477,3/13/2022,76,E
568,50988,6/13/2023,26,B
569,39715,6/3/2022,53,D
570,4173,2/21/2024,10,B
571,48886,3/13/2023,25,J
572,23056,2/7/2024,70,J
573,2624,11/6/2023,21,C
574,22981,4/3/2022,66,F
575,35804,9/25/2022,99,I
576,38302,7/23/2023,10,D
577,83212,7/14/2023,51,A
578,83287,7/26/2022,42,A
579,94850,6/2/2022,84,H
580,33430,3/25/2023,84,E
581,69945,8/7/2023,52,C
582,36435,2/20/2024,72,J
583,33841,3/9/2023,65,D
584,91709,11/11/2023,30,I
585,12602,1/17/2023,44,J
586,29180,9/15/2023,8,H
587,23632,12/5/2023,40,F
588,42036,11/18/2022,75,G
589,58625,6/26/2022,45,F
590,64175,1/25/2024,3,I
591,52902,11/29/2022,62,D
592,60214,10/1/2023,90,E
593,46745,2/24/2024,63,H
594,65738,6/10/2022,95,C
595,16238,6/6/2022,41,A
596,78327,12/20/2022,14,A
597,20391,7/5/2023,6,I
598,60067,3/24/2023,11,E
599,38860,10/23/2022,93,A
600,13726,9/10/2022,2,I
601,57680,3/5/2022,36,C
602,31443,5/2/2022,58,E
603,39886,5/13/2023,3,E
604,38371,12/30/2022,58,H
605,71782,12/15/2022,93,H
606,76417,3/24/2022,53,I
607,82559,1/13/2023,18,E
608,91548,12/10/2023,52,I
609,93876,7/9/2022,66,D
610,43901,5/1/2023,68,C
611,98687,9/6/2023,45,C
612,59163,3/31/2022,37,B
613,10647,6/8/2023,40,B
614,15493,5/4/2022,76,B
615,75811,6/7/2022,91,C
616,36129,4/26/2022,17,H
617,31428,2/18/2022,28,G
618,39304,8/4/2022,18,C
619,28861,5/10/2023,42,F
620,91811,1/13/2024,54,J
621,20088,2/15/2023,25,J
622,40188,3/26/2022,51,F
623,11569,8/6/2022,53,D
624,11299,8/6/2023,91,C
625,34526,5/2/2022,49,C
626,58894,2/15/2023,26,D
627,62145,1/4/2024,68,E
628,34050,3/31/2023,19,I
629,62345,1/2/2023,86,E
630,2373,12/22/2022,82,D
631,24502,9/2/2022,98,F
632,65308,5/25/2022,87,G
633,25029,12/1/2023,10,D
634,46888,8/11/2022,38,J
635,23179,2/10/2024,56,D
636,66498,11/26/2023,24,B
637,68670,12/14/2023,80,G
638,46575,10/17/2023,71,E
639,42660,9/3/2023,53,H
640,17816,9/23/2022,21,I
641,73099,10/26/2023,30,H
642,16267,2/23/2024,98,D
643,92570,3/28/2023,9,F
644,97283,6/20/2022,80,J
645,97915,7/3/2022,70,I
646,39768,5/17/2023,14,H
647,96824,8/21/2023,63,E
648,22009,5/25/2023,57,I
649,30405,10/22/2022,84,E
650,33096,5/3/2023,69,J
651,614,8/21/2023,21,D
652,2609,5/1/2022,90,C
653,67243,10/2/2022,85,I
654,24774,1/15/2023,2,E
655,89387,9/30/2023,8,F
656,49774,11/30/2023,81,D
657,48028,8/25/2023,49,C
658,24503,4/5/2022,99,H
659,14349,9/21/2023,89,J
660,88200,12/21/2023,31,J
661,57911,1/14/2024,5,G
662,45660,8/16/2022,34,J
663,1333,8/7/2023,43,C
664,95128,12/11/2023,1,G
665,49209,10/6/2022,84,E
666,74514,5/22/2022,32,F
667,94464,10/31/2023,30,A
668,33046,3/21/2022,97,I
669,95015,6/3/2022,15,C
670,71198,5/31/2023,43,B
671,45044,11/30/2022,31,B
672,72060,5/31/2023,96,C
673,59594,9/25/2022,1,F
674,28400,5/3/2022,31,I
675,39465,12/19/2022,60,A
676,92279,12/6/2022,94,G
677,37278,1/16/2024,14,C
678,53431,4/9/2022,50,F
679,65893,6/29/2022,67,E
680,35298,10/7/2022,22,D
681,83302,4/20/2022,87,E
682,83311,4/20/2022,20,F
683,14440,2/3/2023,30,E
684,64351,6/9/2023,80,G
685,28343,8/21/2022,18,B
686,37919,3/27/2022,59,F
687,58828,2/20/2022,34,G
688,32786,4/19/2023,17,E
689,52167,7/21/2022,49,F
690,51574,12/4/2022,59,H
691,23496,11/7/2022,68,F
692,87109,9/12/2022,65,F
693,34081,8/28/2023,26,J
694,42172,10/21/2022,39,I
695,61976,6/5/2022,28,J
696,31306,2/27/2023,90,I
697,4823,4/14/2023,58,C
698,20434,8/31/2023,57,F
699,21159,5/13/2022,64,J
700,94279,6/8/2023,86,F
701,78005,8/6/2023,58,E
702,12332,10/1/2022,99,I
703,93748,9/14/2023,99,F
704,69221,11/8/2022,51,E
705,70015,12/18/2023,15,E
706,76139,6/25/2022,36,B
707,92559,2/25/2024,60,I
708,73349,1/22/2023,46,G
709,89326,11/15/2023,52,J
710,90802,2/15/2023,63,H
711,68032,2/9/2024,45,E
712,85399,4/21/2023,98,H
713,34832,3/3/2023,28,I
714,85681,8/4/2022,89,B
715,9615,2/26/2023,39,B
716,93980,2/3/2023,48,F
717,12050,7/7/2023,57,F
718,34544,1/11/2024,1,I
719,81237,4/12/2023,96,B
720,98305,8/26/2023,2,E
721,60198,4/6/2023,70,H
722,15308,4/30/2022,31,B
723,15788,6/5/2022,87,D
724,49617,12/31/2022,78,A
725,56153,4/23/2022,65,G
726,87627,10/31/2022,34,G
727,6198,7/16/2022,31,G
728,6131,1/1/2024,16,F
729,19473,11/6/2022,17,D
730,20284,8/11/2023,63,F
731,47954,11/28/2023,48,I
732,53585,4/16/2023,84,G
733,10419,6/15/2023,65,B
734,45224,11/10/2023,22,A
735,16374,3/2/2023,33,A
736,23984,7/23/2022,39,J
737,83783,10/23/2023,92,D
738,44164,4/22/2022,12,A
739,93392,6/3/2022,42,D
740,48059,3/30/2023,31,A
741,14478,9/2/2023,97,F
742,2271,8/18/2023,10,B
743,86814,1/2/2024,74,C
744,39002,1/8/2023,45,C
745,9567,11/12/2022,96,C
746,91994,8/3/2023,4,B
747,44703,3/21/2022,26,D
748,16956,3/4/2023,4,D
749,64766,4/5/2023,27,C
750,69380,4/10/2023,15,H
751,12827,7/23/2022,11,G
752,46608,9/30/2022,89,B
753,40676,1/5/2024,14,E
754,96711,6/24/2023,89,I
755,84092,12/1/2022,16,F
756,84922,5/30/2022,79,F
757,25338,9/12/2022,47,J
758,50012,10/7/2023,33,C
759,92695,8/16/2023,21,A
760,86245,5/16/2022,11,G
761,42774,3/9/2022,69,A
762,6139,7/6/2023,28,H
763,9969,5/11/2023,12,D
764,13079,9/20/2022,100,C
765,80319,5/6/2022,3,A
766,95189,1/18/2024,81,G
767,11713,7/16/2023,77,D
768,71823,9/27/2023,90,D
769,95486,8/27/2022,72,F
770,2052,10/2/2022,77,J
771,97841,12/25/2022,25,C
772,97560,1/9/2024,6,F
773,60096,3/5/2024,78,G
774,77709,1/29/2023,31,F
775,70021,3/27/2022,42,E
776,88936,2/5/2023,97,H
777,24720,9/5/2023,56,H
778,61863,9/8/2022,89,I
779,23264,1/19/2023,32,I
780,32925,5/3/2022,9,E
781,72357,8/25/2023,18,A
782,76505,8/9/2022,94,A
783,66973,5/20/2023,41,F
784,80475,4/10/2023,8,D
785,38401,11/12/2022,4,D
786,17550,2/18/2023,98,C
787,21888,3/2/2022,45,H
788,61513,7/6/2022,43,I
789,79514,6/9/2023,77,H
790,4293,10/29/2023,87,H
791,68015,12/27/2023,27,C
792,70574,8/16/2022,11,C
793,70694,5/30/2022,75,I
794,25794,12/6/2023,79,D
795,83768,4/25/2022,32,D
796,97367,1/16/2023,58,H
797,53752,2/1/2024,5,A
798,3994,10/8/2022,8,J
799,62625,7/12/2022,15,E
800,87871,7/12/2022,50,I
801,96352,5/23/2023,2,F
802,57101,6/12/2023,56,F
803,26879,6/18/2022,62,H
804,86141,6/11/2022,47,D
805,72785,1/9/2023,33,C
806,30680,7/14/2023,87,B
807,26873,6/15/2023,56,G
808,9097,1/4/2024,59,F
809,26060,8/3/2022,68,C
810,55762,8/26/2022,22,J
811,70660,5/30/2022,35,B
812,96801,8/24/2023,75,J
813,55777,5/12/2023,17,B
814,80145,12/23/2023,99,C
815,19091,11/17/2023,15,D
816,12126,1/1/2024,71,E
817,72607,1/30/2024,65,I
818,9714,5/14/2023,81,E
819,70377,11/17/2023,63,E
820,55741,5/9/2022,47,B
821,61329,2/12/2023,44,B
822,51332,10/8/2022,55,H
823,4500,5/9/2022,67,F
824,17516,2/12/2024,78,B
825,34206,10/17/2022,50,E
826,32724,12/17/2023,37,A
827,55664,2/24/2024,68,B
828,26567,11/6/2022,23,B
829,57732,8/3/2022,23,G
830,49293,5/28/2023,87,B
831,26032,11/26/2023,68,A
832,85889,2/21/2024,41,H
833,38131,7/21/2023,16,C
834,25323,10/26/2023,80,B
835,40946,1/19/2023,69,H
836,84835,3/21/2023,30,A
837,36094,11/4/2022,5,G
838,54637,5/12/2022,50,C
839,71555,10/27/2023,75,G
840,48286,10/6/2022,20,F
841,19549,12/30/2023,78,A
842,7937,8/11/2022,75,A
843,3386,3/1/2023,96,I
844,58427,4/19/2023,36,C
845,13057,9/5/2022,62,G
846,50749,1/20/2024,40,F
847,36688,8/29/2023,74,G
848,55601,3/31/2022,23,A
849,6345,12/22/2022,43,I
850,10075,8/19/2023,74,A
851,29576,5/29/2022,88,H
852,5289,6/16/2023,37,H
853,55519,12/27/2022,14,J
854,18602,3/13/2022,24,F
855,75870,3/7/2023,42,J
856,55470,10/25/2023,27,H
857,57467,11/23/2022,19,C
858,19593,4/25/2022,84,A
859,14194,9/26/2022,43,B
860,48399,1/18/2024,34,A
861,53504,4/11/2023,39,H
862,31270,4/29/2022,25,H
863,21499,9/8/2023,50,G
864,14096,9/9/2022,4,D
865,77129,3/1/2023,43,C
866,18323,7/7/2022,32,G
867,74169,8/22/2022,22,F
868,8008,2/19/2023,27,E
869,48073,8/3/2023,11,A
870,7759,9/15/2022,95,D
871,14678,5/22/2022,28,B
